file	batch
ENCFF101BOD_ENCFF653YRR.Aligned.sortedByCoord.out.bed	21
ENCFF425EBC_ENCFF486ESG.Aligned.sortedByCoord.out.bed	18
ENCFF057FUX_ENCFF848IFD.Aligned.sortedByCoord.out.bed	18
ENCFF388DYX_ENCFF478TQB.Aligned.sortedByCoord.out.bed	13
ENCFF550NYY_ENCFF408ARC.Aligned.sortedByCoord.out.bed	13
ENCFF897ZIG_ENCFF353TCN.Aligned.sortedByCoord.out.bed	21
ENCFF697HUP_ENCFF639SIY.Aligned.sortedByCoord.out.bed	21
ENCFF418YVG_ENCFF682KDM.Aligned.sortedByCoord.out.bed	3
ENCFF052IYR_ENCFF335MQE.Aligned.sortedByCoord.out.bed	3
ENCFF578DXQ_ENCFF628SKZ.Aligned.sortedByCoord.out.bed	25
ENCFF327LHH_ENCFF329XPA.Aligned.sortedByCoord.out.bed	25
ENCFF781GYO_ENCFF748HNR.Aligned.sortedByCoord.out.bed	9
ENCFF521PWU_ENCFF934BDQ.Aligned.sortedByCoord.out.bed	9
ENCFF954MLV_ENCFF938YNE.Aligned.sortedByCoord.out.bed	21
ENCFF805OZZ_ENCFF575QOO.Aligned.sortedByCoord.out.bed	21
ENCFF201DAB_ENCFF788TCC.Aligned.sortedByCoord.out.bed	23
ENCFF017PVQ_ENCFF263RWL.Aligned.sortedByCoord.out.bed	23
ENCFF521TMC_ENCFF292CKX.Aligned.sortedByCoord.out.bed	20
ENCFF293PDA_ENCFF696PCN.Aligned.sortedByCoord.out.bed	20
ENCFF790YDV_ENCFF451OPE.Aligned.sortedByCoord.out.bed	13
ENCFF981UMN_ENCFF088WND.Aligned.sortedByCoord.out.bed	13
ENCFF999OKL_ENCFF428FIL.Aligned.sortedByCoord.out.bed	6
ENCFF767DDJ_ENCFF632VKY.Aligned.sortedByCoord.out.bed	6
ENCFF592ZZR_ENCFF306TVJ.Aligned.sortedByCoord.out.bed	6
ENCFF230STX_ENCFF634KSW.Aligned.sortedByCoord.out.bed	6
ENCFF670NYL_ENCFF097ZBH.Aligned.sortedByCoord.out.bed	17
ENCFF921UTY_ENCFF869KEG.Aligned.sortedByCoord.out.bed	17
ENCFF915KRE_ENCFF274EDD.Aligned.sortedByCoord.out.bed	4
ENCFF043TEG_ENCFF200VYJ.Aligned.sortedByCoord.out.bed	4
ENCFF105TFE_ENCFF722JVG.Aligned.sortedByCoord.out.bed	9
ENCFF041YGN_ENCFF909LAP.Aligned.sortedByCoord.out.bed	9
ENCFF667PNW_ENCFF037UWR.Aligned.sortedByCoord.out.bed	6
ENCFF826NBM_ENCFF534PRU.Aligned.sortedByCoord.out.bed	6
ENCFF230BQU_ENCFF662TVD.Aligned.sortedByCoord.out.bed	16
ENCFF558BZK_ENCFF693OKA.Aligned.sortedByCoord.out.bed	16
ENCFF715FJL_ENCFF552XHQ.Aligned.sortedByCoord.out.bed	18
ENCFF212RVY_ENCFF438PPS.Aligned.sortedByCoord.out.bed	18
ENCFF992IIL_ENCFF488QAT.Aligned.sortedByCoord.out.bed	12
ENCFF081MJU_ENCFF080GES.Aligned.sortedByCoord.out.bed	12
ENCFF265RYO_ENCFF554LIG.Aligned.sortedByCoord.out.bed	9
ENCFF068IJE_ENCFF770ZXB.Aligned.sortedByCoord.out.bed	9
ENCFF398QAB_ENCFF850YSY.Aligned.sortedByCoord.out.bed	9
ENCFF317BIK_ENCFF448SHE.Aligned.sortedByCoord.out.bed	15
ENCFF847XAB_ENCFF086QPV.Aligned.sortedByCoord.out.bed	15
ENCFF867MZR_ENCFF584HLK.Aligned.sortedByCoord.out.bed	9
ENCFF029ZGL_ENCFF067TCM.Aligned.sortedByCoord.out.bed	9
