file	batch
ENCFF942RFB_ENCFF913LND.Aligned.sortedByCoord.out.bed	15
ENCFF404RRH_ENCFF674JZT.Aligned.sortedByCoord.out.bed	15
ENCFF118BKZ_ENCFF334WQQ.Aligned.sortedByCoord.out.bed	11
ENCFF665ONM_ENCFF707EJL.Aligned.sortedByCoord.out.bed	11
ENCFF766GUZ_ENCFF569JDC.Aligned.sortedByCoord.out.bed	16
ENCFF052PAR_ENCFF254DEP.Aligned.sortedByCoord.out.bed	16
ENCFF702NXP_ENCFF489IZZ.Aligned.sortedByCoord.out.bed	20
ENCFF289HLB_ENCFF533GLS.Aligned.sortedByCoord.out.bed	20
ENCFF305WXM_ENCFF600JAQ.Aligned.sortedByCoord.out.bed	23
ENCFF276WBM_ENCFF267TKW.Aligned.sortedByCoord.out.bed	23
ENCFF807JYP_ENCFF168MEE.Aligned.sortedByCoord.out.bed	36
ENCFF005GDQ_ENCFF313JCV.Aligned.sortedByCoord.out.bed	36
ENCFF800JQI_ENCFF410JCQ.Aligned.sortedByCoord.out.bed	16
ENCFF676WWN_ENCFF682ZQP.Aligned.sortedByCoord.out.bed	16
ENCFF754ZOR_ENCFF217ZHW.Aligned.sortedByCoord.out.bed	24
ENCFF782MIU_ENCFF089IIX.Aligned.sortedByCoord.out.bed	24
ENCFF144QRE_ENCFF981ZVY.Aligned.sortedByCoord.out.bed	20
ENCFF195LHK_ENCFF449PCH.Aligned.sortedByCoord.out.bed	20
ENCFF267KXL_ENCFF903AKL.Aligned.sortedByCoord.out.bed	24
ENCFF844AFL_ENCFF725RTN.Aligned.sortedByCoord.out.bed	24
ENCFF184CDV_ENCFF456OPJ.Aligned.sortedByCoord.out.bed	27
ENCFF893AGN_ENCFF642KBO.Aligned.sortedByCoord.out.bed	27
ENCFF757COF_ENCFF837PUC.Aligned.sortedByCoord.out.bed	34
ENCFF124SVA_ENCFF603FOE.Aligned.sortedByCoord.out.bed	34
ENCFF609NFS_ENCFF870ULR.Aligned.sortedByCoord.out.bed	13
ENCFF400RIY_ENCFF713SIS.Aligned.sortedByCoord.out.bed	13
ENCFF569LWF_ENCFF671ZVB.Aligned.sortedByCoord.out.bed	8
ENCFF497EYP_ENCFF509GSE.Aligned.sortedByCoord.out.bed	8
ENCFF913CRN_ENCFF721FEW.Aligned.sortedByCoord.out.bed	23
ENCFF013SFL_ENCFF208ITZ.Aligned.sortedByCoord.out.bed	23
ENCFF903CON_ENCFF950FRN.Aligned.sortedByCoord.out.bed	10
